Fire_Name,County,City,Lat,Lng,Start_Date,End_Date,Agency,Acres,Cause
Town,Mendocino,Willits,39.4096,-123.3556,3/31/2000,4/5/2000,USFS,1500,escape control
Cabbage,Mendocino,Willits,39.4096,-123.3556,4/1/2000,4/1/2000,USFS,1540,?
Franklin,Mendocino,Willits,39.4096,-123.3556,4/2/2000,4/3/2000,USFS,400,na
PNF 151 (Robinson),Lassen,Susanville,40.4163,-120.6531,4/4/2000,4/5/2000,USFS,500,na
Assist (Azusa),Mono,Mammoth Lakes,37.6433,-118.9669,5/29/2000,6/1/2000,USFS,740,Campfire
Elephant,Tulare,Camp Nelson,36.1427,-118.6093,6/1/2000,6/1/2000,CDF,497,Control Burn
Dry,Los Angeles,Los Angeles,34.0549,-118.2445,6/6/2000,6/6/2000,USFS,356,Under Invest.
Calabasas,Ventura,Ventura,34.2783,-119.2932,6/11/2000,6/11/2000,CC,800,Under Invest.
Larkin,Butte,Paradise,39.7596,-121.622,6/13/2000,6/13/2000,CDF,475,Under Invest.
Berryessa,Napa,Napa,38.2971,-122.2856,6/13/2000,6/16/2000,CDF,5731,Equip. Use
Lindsay,Tulare,Camp Nelson,36.1427,-118.6093,6/18/2000,6/18/2000,CDF,400,Arson
Telegraph,Ventura,Ventura,34.2783,-119.2932,6/26/2000,6/26/2000,CC,400,Equip. Use
Telegraph,Ventura,Ventura,34.2783,-119.2932,6/26/2000,6/26/2000,CC,400,Equip. Use
Richgrove,Tulare,Camp Nelson,36.1427,-118.6093,6/28/2000,6/28/2000,CDF,450,Elec. Power
Richgrove,Tulare,Camp Nelson,36.1427,-118.6093,6/28/2000,6/28/2000,CDF,450,Elec. Power
Barrett,San Diego,San Diego,32.7174,-117.1628,6/29/2000,6/30/2000,CDF,2000,Under Invest.
Barrett,San Diego,San Diego,32.7174,-117.1628,6/29/2000,6/30/2000,CDF,2000,Under Invest.
Granite,Mariposa,Yosemite Valley,37.7344,-119.6065,7/2/2000,7/4/2000,CDF,2000,Shooter
Granite,Mariposa,Yosemite Valley,37.7344,-119.6065,7/2/2000,7/4/2000,CDF,2000,Shooter
Citrus,San Bernardino,San Bernardino,34.1083,-117.2898,7/3/2000,7/4/2000,CDF,600,Under Invest.
Citrus,San Bernardino,San Bernardino,34.1083,-117.2898,7/3/2000,7/4/2000,CDF,600,Under Invest.
Assist (Morgan),San Bernardino,San Bernardino,34.1083,-117.2898,7/7/2000,7/8/2000,USFS,300,Under Invest.
Assist (Morgan),San Bernardino,San Bernardino,34.1083,-117.2898,7/7/2000,7/8/2000,USFS,300,Under Invest.
Success,Tulare,Camp Nelson,36.1427,-118.6093,7/9/2000,7/9/2000,CDF,320,Arson
Success,Tulare,Camp Nelson,36.1427,-118.6093,7/9/2000,7/9/2000,CDF,320,Arson
Goat,Lassen,Susanville,40.4163,-120.6531,7/17/2000,7/20/2000,CDF,1084,Campfire
Goat,Lassen,Susanville,40.4163,-120.6531,7/17/2000,7/20/2000,CDF,1084,Campfire
Bark KNF Assist #12,Siskiyou,Yreka,41.7326,-122.6378,7/21/2000,7/26/2000,USFS,1715,Under Invest.
Bark KNF Assist #12,Siskiyou,Yreka,41.7326,-122.6378,7/21/2000,7/26/2000,USFS,1715,Under Invest.
Assist #18 Buckman,San Diego,San Diego,32.7174,-117.1628,7/22/2000,7/22/2000,USFS,300,Under Invest.
Assist #18 Buckman,San Diego,San Diego,32.7174,-117.1628,7/22/2000,7/22/2000,USFS,300,Under Invest.
Shell,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/22/2000,7/22/2000,USFS,6300,Under Invest.
Shell,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/22/2000,7/22/2000,USFS,6300,Under Invest.
Happy Camp,Inyo,Bishop,37.365,-118.3947,7/23/2000,7/28/2000,BLM,5500,Under Invest.
Happy Camp,Inyo,Bishop,37.365,-118.3947,7/23/2000,7/28/2000,BLM,5500,Under Invest.
Manter,Tulare,Camp Nelson,36.1427,-118.6093,7/24/2000,8/9/2000,USFS,74439,Under Invest.
Manter,Tulare,Camp Nelson,36.1427,-118.6093,7/24/2000,8/9/2000,USFS,74439,Under Invest.
Patterson,Santa Clara,Saratoga,37.2638,-122.0231,7/26/2000,7/27/2000,CDF,432,Undetermined
Patterson,Santa Clara,Saratoga,37.2638,-122.0231,7/26/2000,7/27/2000,CDF,432,Undetermined
Corp. #13,Siskiyou,Yreka,41.7326,-122.6378,7/26/2000,7/26/2000,CDF,813,Railroad
Morgan,Napa,Napa,38.2971,-122.2856,7/26/2000,7/27/2000,CDF,3283,Undetermined
State (Pachenga),Riverside,Riverside,33.9534,-117.3962,7/29/2000,8/9/2000,CDF,11900,Under Invest.
Chance,Tulare,Camp Nelson,36.1427,-118.6093,8/1/2000,8/5/2000,CC,1200,Lightning
Golden II,Mono,Mammoth Lakes,37.6433,-118.9669,8/1/2000,8/8/2000,BLM,2150,Lightning
Peak,Tulare,Camp Nelson,36.1427,-118.6093,8/2/2000,8/4/2000,CC,300,Lightning
Drivers,Placer,Last Chance,39.1113,-120.6247,8/2/2000,8/4/2000,CDF,360,Under Invest.
Winters,Yolo,Yolo,38.7318,-121.8078,8/2/2000,8/2/2000,CDF,380,Undetermined
King,Tulare,Camp Nelson,36.1427,-118.6093,8/2/2000,8/9/2000,CC,3243,Lightning
Sawmill,Inyo,Bishop,37.365,-118.3947,8/3/2000,8/3/2000,USFS,350,Lightning
Northfork (5 EXP.),San Benito,Pinnacles,36.5308,-121.1452,8/3/2000,8/7/2000,CDF,1773,Equip. Use
Parrotts,Calaveras,Angels Camp,38.0683,-120.5397,8/5/2000,8/6/2000,CDF,700,Undetermined
Romero,Merced,Merced,37.303,-120.4844,8/9/2000,9/9/2000,CDF,1200,Undetermined
Highway,Fresno,Fresno,36.7394,-119.7849,8/13/2000,8/17/2000,CDF,700,Arson
Union,Shasta,Shasta Lake,40.68,-122.3627,8/14/2000,8/15/2000,CDF,350,Equip. Use
"Corp. #15, Cooley",Siskiyou,Yreka,41.7326,-122.6378,8/17/2000,8/17/2000,CDF,600,Railroad
Storrie,Plumas,East Quincy,39.9341,-120.8981,8/17/2000,9/9/2000,USFS,55261,Railroad
Blech,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/21/2000,8/21/2000,CDF,463,Undetermined
Hunter,Mariposa,Yosemite Valley,37.7344,-119.6065,8/27/2000,9/4/2000,CDF,8084,Equip. Use
Hunter,Mariposa,Yosemite Valley,37.7344,-119.6065,8/27/2000,9/4/2000,CDF,8084,Equip. Use
FKU 9369,Fresno,Fresno,36.7394,-119.7849,8/30/2000,8/31/2000,LOCAL,300,Undetermined
FKU 9369,Fresno,Fresno,36.7394,-119.7849,8/30/2000,8/31/2000,LOCAL,300,Undetermined
Black Ranch,Riverside,Riverside,33.9534,-117.3962,9/9/2000,9/11/2000,CDF,475,Shooting
Black Ranch,Riverside,Riverside,33.9534,-117.3962,9/9/2000,9/11/2000,CDF,475,Shooting
TRW Fire,Orange,Lake Forest,33.6469,-117.686,9/10/2000,9/10/2000,CC,480,Under Invest.
TRW Fire,Orange,Lake Forest,33.6469,-117.686,9/10/2000,9/10/2000,CC,480,Under Invest.
Lyons,San Diego,San Diego,32.7174,-117.1628,9/13/2000,9/14/2000,USFS,400,Arson
Lyons,San Diego,San Diego,32.7174,-117.1628,9/13/2000,9/14/2000,USFS,400,Arson
Paradise,Los Angeles,Los Angeles,34.0549,-118.2445,9/13/2000,9/13/2000,USFS,427,Under Invest.
Paradise,Los Angeles,Los Angeles,34.0549,-118.2445,9/13/2000,9/13/2000,USFS,427,Under Invest.
Yucca,Los Angeles,Los Angeles,34.0549,-118.2445,9/13/2000,9/13/2000,CC,868,Under Invest.
Yucca,Los Angeles,Los Angeles,34.0549,-118.2445,9/13/2000,9/13/2000,CC,868,Under Invest.
Harris,Santa Barbara,Santa Barbara,34.4221,-119.7027,9/13/2000,9/18/2000,CC,9700,Under Invest.
Harris,Santa Barbara,Santa Barbara,34.4221,-119.7027,9/13/2000,9/18/2000,CC,9700,Under Invest.
Concow,Butte,Paradise,39.7596,-121.622,9/19/2000,9/22/2000,CDF,1835,Equip. Use
Concow,Butte,Paradise,39.7596,-121.622,9/19/2000,9/22/2000,CDF,1835,Equip. Use
Sixteen,Yolo,Yolo,38.7318,-121.8078,9/21/2000,7/9/2002,CDF,400,Arson
Sixteen,Yolo,Yolo,38.7318,-121.8078,9/21/2000,7/9/2002,CDF,400,Arson
Weinstein,Tehama,Red Bluff,40.1785,-122.2359,9/29/2000,10/2/2000,CDF,8284,escape control
Weinstein,Tehama,Red Bluff,40.1785,-122.2359,9/29/2000,10/2/2000,CDF,8284,escape control
Worsham,Fresno,Fresno,36.7394,-119.7849,10/6/2000,10/6/2000,LOCAL,500,Vehicle
Worsham,Fresno,Fresno,36.7394,-119.7849,10/6/2000,10/6/2000,LOCAL,500,Vehicle
Latrobe,El Dorado,Diamond Springs,38.6946,-120.815,10/21/2000,10/21/2000,CDF,750,Elec. Power
Latrobe,El Dorado,Diamond Springs,38.6946,-120.815,10/21/2000,10/21/2000,CDF,750,Elec. Power
Hidden,Lake,Lakeport,39.043,-122.9159,10/21/2000,10/27/2000,CDF,4500,Elec. Power
Hidden,Lake,Lakeport,39.043,-122.9159,10/21/2000,10/27/2000,CDF,4500,Elec. Power
USFS #1,Sequoia NF,Sequoia,37.8066,-119.8955,1/1/2001,1/4/2001,USFS,303,na
Viejas,San Diego,San Diego,32.7174,-117.1628,1/3/2001,1/8/2001,CDF,10353,Smoking
M-9 Fire,Tehama,Red Bluff,40.1785,-122.2359,5/9/2001,5/9/2001,USFS,351,Under Invest.
Jones,Siskiyou,Yreka,41.7326,-122.6378,5/9/2001,5/14/2001,USFS,1440,Debris
Hilton,Lassen,Susanville,40.4163,-120.6531,5/20/2001,5/23/2001,CDF,390,Debris
Larkin,Butte,Paradise,39.7596,-121.622,5/20/2001,5/21/2001,LOCAL,400,Equip. Use
White,Tulare,Camp Nelson,36.1427,-118.6093,5/23/2001,5/26/2001,USFS,332,Under Invest.
Devil,Lassen,Susanville,40.4163,-120.6531,5/27/2001,6/1/2001,CDF,4400,Equip. Use
Freeman,Tehama,Red Bluff,40.1785,-122.2359,5/29/2001,5/29/2001,CDF,390,Vehicle
Big,Trinity,Hayfork,40.5543,-123.1831,6/2/2001,6/3/2001,USFS,800,Under Invest.
Powerline,Imperial,Imperial,32.8476,-115.5695,6/3/2001,6/3/2001,BLM,777,Under Invest.
Flat,Humboldt,Fortuna,40.5974,-124.1561,6/5/2001,6/5/2001,CDF,300,Campfire
Hog,Tehama,Red Bluff,40.1785,-122.2359,6/13/2001,6/13/2001,CDF,340,Equip. Use
Merced Falls Fire,Merced,Merced,37.303,-120.4844,6/13/2001,6/14/2001,CDF,400,Weadeater
San Benito Cattle Co.,San Benito,Pinnacles,36.5308,-121.1452,6/13/2001,6/13/2001,CDF,580,Arson
Assist SNF-562,Merced,Merced,37.303,-120.4844,6/13/2001,6/13/2001,LOCAL,1200,Under Invest.
165,Madera,Madera Acres,37.0191,-120.0669,6/13/2001,6/13/2001,LOCAL,1500,Undetermined
Jackson,Amador,Amador City,38.4194,-120.8242,6/13/2001,6/13/2001,CDF,2240,Welding
Hemlock,San Bernardino,San Bernardino,34.1083,-117.2898,6/14/2001,6/20/2001,USFS,1074,Escape
Shinn,San Bernardino,San Bernardino,34.1083,-117.2898,6/16/2001,6/18/2001,USFS,300,Under Invest.
Pacheco,Merced,Merced,37.303,-120.4844,6/16/2001,6/17/2001,CDF,1550,Vehicle
Tram,Riverside,Riverside,33.9534,-117.3962,6/17/2001,6/18/2001,CDF,393,Arson
Red Bank,Tehama,Red Bluff,40.1785,-122.2359,6/17/2001,6/17/2001,CDF,650,Vehicle
Canyon,Kern,Bakersfield,35.3739,-119.0195,6/18/2001,6/19/2001,USFS,566,Under Invest.
Bevan,Amador,Amador City,38.4194,-120.8242,6/23/2001,6/23/2001,CDF,500,Equip. Use
Democrat,Tulare,Camp Nelson,36.1427,-118.6093,6/23/2001,6/25/2001,USFS,550,Under Invest.
Ridge,Mendocino,Willits,39.4096,-123.3556,6/23/2001,6/25/2001,CDF,610,Equip. Use
Watkins,Riverside,Riverside,33.9534,-117.3962,6/23/2001,6/24/2001,CDF,1407,Arson
Vander Bowen,Tulare,Camp Nelson,36.1427,-118.6093,6/29/2001,6/29/2001,CDF,596,Vehicle
McNamammara,Merced,Merced,37.303,-120.4844,7/1/2001,7/1/2001,LOCAL,700,Undetermined
McLaughlin,Inyo,Bishop,37.365,-118.3947,7/2/2001,7/5/2001,USFS,2900,Lightning
Lake,Calaveras,Angels Camp,38.0683,-120.5397,7/3/2001,7/3/2001,CDF,550,Misc.
Payen,Sacramento,Sacramento,38.5816,-121.4944,7/5/2001,7/5/2001,CDF,300,Elec. Power
Sixteen,Amador,Amador City,38.4194,-120.8242,7/6/2001,7/6/2001,CDF,550,Undetermined
Ballinger,Riverside,Riverside,33.9534,-117.3962,7/9/2001,7/9/2001,CDF,350,Undetermined
Silent,Riverside,Riverside,33.9534,-117.3962,7/11/2001,7/12/2001,CDF,548,Equip. Use
Hoover Complex,Mariposa,Yosemite Valley,37.7344,-119.6065,7/13/2001,7/13/2001,NPS,8007,Lightning
Crane,Merced,Merced,37.303,-120.4844,7/16/2001,7/16/2001,LOCAL,900,Under Invest.
Reche,Riverside,Riverside,33.9534,-117.3962,7/22/2001,7/23/2001,CDF,1798,Vehicle
Briceburg,Mariposa,Yosemite Valley,37.7344,-119.6065,7/24/2001,7/25/2001,CDF,800,Under Invest.
Stream,Lassen,Susanville,40.4163,-120.6531,7/26/2001,7/26/2001,USFS,3560,Lightning
Shelby,San Bernardino,San Bernardino,34.1083,-117.2898,7/27/2001,7/28/2001,CDF,729,Railroad
Powerhouse,Shasta,Shasta Lake,40.68,-122.3627,7/28/2001,8/1/2001,CDF,490,Undetermined
Clay,Sacramento,Sacramento,38.5816,-121.4944,7/31/2001,7/31/2001,CDF,535,Misc.
Del Puerto,Stanislaus,Modesto,37.6391,-120.9969,8/3/2001,8/4/2001,CDF,400,Campfire
BLM D431 Shaffer,Lassen,Susanville,40.4163,-120.6531,8/8/2001,8/8/2001,BLM,1100,Lightning
Cowhead/BLM D438,Modoc,Alturas,41.4871,-120.5424,8/8/2001,8/9/2001,BLM,1670,Lightning
Modoc Complex,Modoc,Alturas,41.4871,-120.5424,8/8/2001,8/8/2001,USFS,5367,Lightning
Trough,Mendocino,Willits,39.4096,-123.3556,8/8/2001,8/20/2001,USFS,24970,Undetermined
East Fire,Shasta,Shasta Lake,40.68,-122.3627,8/9/2001,8/10/2001,CDF,624,Elec. Power
Blue Complex,Modoc,Alturas,41.4871,-120.5424,8/9/2001,8/10/2002,USFS,37950,Lightning
Observation,Lassen,Susanville,40.4163,-120.6531,8/9/2001,8/12/2002,USFS,67700,Lightning
GAP,Placer,Last Chance,39.1113,-120.6247,8/12/2001,8/17/2001,USFS,2462,Under Invest.
Assist Crater,Mono,Mammoth Lakes,37.6433,-118.9669,8/12/2001,8/15/2001,USFS,5800,Lightning
Orosco,Cleveland NF,Santa Ysabel,33.1092,-116.6731,8/14/2001,8/15/2001,DF/USF,813,Under Invest
Ponderosa,Placer,Last Chance,39.1113,-120.6247,8/17/2001,8/23/2001,CDF,2780,Vehicle
Creek,Mariposa,Yosemite Valley,37.7344,-119.6065,8/18/2001,8/24/2001,CDF,11095,Arson
Highway,Sequoia NF,Sequoia,37.8066,-119.8955,8/19/2001,8/29/2001,USFS,4152,Arson
Leonard,Calaveras,Angels Camp,38.0683,-120.5397,8/19/2001,8/25/2001,CDF,5167,Equip. Use
North Fork,Madera,Madera Acres,37.0191,-120.0669,8/20/2001,8/20/2001,CDF,2930,Under Invest.
Star,El Dorado,Diamond Springs,38.6946,-120.815,8/25/2001,9/22/2001,USFS,16761,Under Invest.
Oregon,Trinity,Hayfork,40.5543,-123.1831,8/28/2001,8/31/2001,CDF,1680,Undetermined
Hyampon,Trinity,Hayfork,40.5543,-123.1831,8/31/2001,9/5/2001,USFS,1065,Undetermined
Darby,Calaveras,Angels Camp,38.0683,-120.5397,9/5/2001,9/24/2001,CDF,14280,Undetermined
Poe,Butte,Paradise,39.7596,-121.622,9/6/2001,9/12/2001,CDF,8333,Elec. Power
Happy Camp Cmplx,Siskiyou,Yreka,41.7326,-122.6378,9/14/2001,10/10/2001,USFS,8500,Lightning
Stables,Angeles NF,Falling Springs,34.3017,-117.8393,10/12/2001,10/15/2001,USFS,6544,Under Invest.
HWY 70,Butte,Paradise,39.7596,-121.622,10/24/2001,10/26/2001,CDF,1711,Arson
Moore,Calaveras,Angels Camp,38.0683,-120.5397,10/27/2001,10/31/2001,CDF,580,Undetermined
Crane,Merced,Merced,37.303,-120.4844,11/2/2001,11/2/2001,LOCAL,330,Undetermined
Bell,San Diego,San Diego,32.7174,-117.1628,12/8/2001,12/11/2001,CDF,1204,Undetermined
Green (State),Riverside,Riverside,33.9534,-117.3962,2/9/2002,2/13/2002,CDF,2400,Elec. Power
Gavilan Fire,San Diego,San Diego,32.7174,-117.1628,2/10/2002,2/15/2002,CDF,5763,VMP Burn
Tecopa,Inyo,Bishop,37.365,-118.3947,3/5/2002,3/5/2002,BLM,300,n/a
Nicholas,Madera,Madera Acres,37.0191,-120.0669,3/16/2002,3/16/2002,LOCAL,12000,Debris Burning
Cajalco,Riverside,Riverside,33.9534,-117.3962,3/17/2002,3/17/2002,CDF,575,Undetermined
Aliso,San Diego,San Diego,32.7174,-117.1628,3/21/2002,3/22/2002,MIL,2400,Under Invest.
Airport,Inyo,Bishop,37.365,-118.3947,3/22/2002,3/24/2002,CDF,846,Undetermined
Bell (Outside Origin),San Diego,San Diego,32.7174,-117.1628,4/13/2002,4/14/2002,CDF,350,Undetermined
Evening Fire,Orange,Lake Forest,33.6469,-117.686,4/21/2002,4/23/2002,CC,657,PWF
Kellogg,Del Norte,Crescent City,41.7559,-124.2018,4/28/2002,4/28/2002,CDF,300,Vehicle
Myers,Merced,Merced,37.303,-120.4844,5/7/2002,5/7/2002,CDF,320,Undetermined
Myers,Merced,Merced,37.303,-120.4844,5/7/2002,5/7/2002,CDF,320,Undetermined
Tivy,Fresno,Fresno,36.7394,-119.7849,5/9/2002,5/10/2002,CDF,680,Elec. Power
Tivy,Fresno,Fresno,36.7394,-119.7849,5/9/2002,5/10/2002,CDF,680,Elec. Power
Bouquet,Angeles NF,Falling Springs,34.3017,-117.8393,5/11/2002,5/13/2002,USFS,4977,Undetermined
Bouquet,Angeles NF,Falling Springs,34.3017,-117.8393,5/11/2002,5/13/2002,USFS,4977,Undetermined
State 925 (Antonio),Riverside,Riverside,33.9534,-117.3962,5/13/2002,5/15/2002,CDF,1472,Undetermined
State 925 (Antonio),Riverside,Riverside,33.9534,-117.3962,5/13/2002,5/15/2002,CDF,1472,Undetermined
Mateo,Cleveland NF,Santa Ysabel,33.1092,-116.6731,5/13/2002,5/13/2002,USFS,1500,Undetermined
Mateo,Cleveland NF,Santa Ysabel,33.1092,-116.6731,5/13/2002,5/13/2002,USFS,1500,Undetermined
Shannon,Los Angeles,Los Angeles,34.0549,-118.2445,5/23/2002,5/23/2002,CC,356,Undetermined
Shannon,Los Angeles,Los Angeles,34.0549,-118.2445,5/23/2002,5/23/2002,CC,356,Undetermined
Ahlem,Merced,Merced,37.303,-120.4844,5/23/2002,5/23/2002,LOCAL,6000,Undetermined
Ahlem,Merced,Merced,37.303,-120.4844,5/23/2002,5/23/2002,LOCAL,6000,Undetermined
Arrowhead,San Bernardino,San Bernardino,34.1083,-117.2898,5/31/2002,6/5/2002,USFS,2688,Under Invest.
Arrowhead,San Bernardino,San Bernardino,34.1083,-117.2898,5/31/2002,6/5/2002,USFS,2688,Under Invest.
Wolf,Ventura,Ventura,34.2783,-119.2932,6/1/2002,6/14/2002,USFS,21645,Under Invest.
Wolf,Ventura,Ventura,34.2783,-119.2932,6/1/2002,6/14/2002,USFS,21645,Under Invest.
Bee,Riverside,Riverside,33.9534,-117.3962,6/2/2002,6/2/2002,USFS,432,Under Invest.
Bee,Riverside,Riverside,33.9534,-117.3962,6/2/2002,6/2/2002,USFS,432,Under Invest.
Rocky(will do),Sequoia NF,Sequoia,37.8066,-119.8955,6/2/2002,6/4/2002,USFS,498,Under Invest.
Rocky(will do),Sequoia NF,Sequoia,37.8066,-119.8955,6/2/2002,6/4/2002,USFS,498,Under Invest.
Copper,Los Angeles,Los Angeles,34.0549,-118.2445,6/5/2002,6/12/2002,USFS,23407,Under Invest.
Copper,Los Angeles,Los Angeles,34.0549,-118.2445,6/5/2002,6/12/2002,USFS,23407,Under Invest.
Twin,Amador,Amador City,38.4194,-120.8242,6/8/2002,6/8/2002,CDF,300,Undetermined
Twin,Amador,Amador City,38.4194,-120.8242,6/8/2002,6/8/2002,CDF,300,Undetermined
Skyway,Butte,Paradise,39.7596,-121.622,6/8/2002,6/9/2002,CDF,2000,Under Invest.
Skyway,Butte,Paradise,39.7596,-121.622,6/8/2002,6/9/2002,CDF,2000,Under Invest.
Area,Fresno,Fresno,36.7394,-119.7849,6/9/2002,6/10/2002,CDF,400,Elec. Power
Area,Fresno,Fresno,36.7394,-119.7849,6/9/2002,6/10/2002,CDF,400,Elec. Power
Pony,Amador,Amador City,38.4194,-120.8242,6/9/2002,6/9/2002,CDF,720,Elec. Power
Field,Yuba,Yuba City,39.1404,-121.617,6/9/2002,6/11/2002,CDF,945,Under Invest.
Davis,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/9/2002,6/9/2002,CDF,2118,Rekindle
Davis,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/9/2002,6/9/2002,CDF,2118,Rekindle
Forks,Siskiyou,Yreka,41.7326,-122.6378,6/12/2002,6/15/2002,USFS,1400,Under Invest.
State of Calif. #24,Tulare,Camp Nelson,36.1427,-118.6093,6/14/2002,6/14/2002,LOCAL,641,Vehicle
Borel,Kern,Bakersfield,35.3739,-119.0195,6/15/2002,6/17/2002,CC,3430,Under Invest.
Bluecut,San Bernardino,San Bernardino,34.1083,-117.2898,6/16/2002,6/22/2002,USFS,6864,Under Invest.
Sudden Ranch,Santa Barbara,Santa Barbara,34.4221,-119.7027,6/17/2002,6/19/2002,CC,7782,Under Invest.
Mias (need correct),Riverside,Riverside,33.9534,-117.3962,6/18/2002,6/22/2002,CDF,565,Under Invest.
Vieux,Alameda,Pleasanton,37.6624,-121.8747,6/18/2002,6/18/2002,CDF,1029,Elec. Power
Copo,Los Angeles,Los Angeles,34.0549,-118.2445,6/18/2002,6/21/2002,USFS,1460,Under Invest.
Box,Madera,Madera Acres,37.0191,-120.0669,6/19/2002,6/19/2002,LOCAL,300,Smoking
Troy(4 exp rept with,San Diego,San Diego,32.7174,-117.1628,6/19/2002,6/22/2003,CDF,1188,Campfire
Stage,Tulare,Camp Nelson,36.1427,-118.6093,6/22/2002,6/22/2002,CDF,1100,Equip. Use
Louisiana,San Bernardino,San Bernardino,34.1083,-117.2898,6/26/2002,6/30/2002,USFS,6574,Under Invest.
600,Madera,Madera Acres,37.0191,-120.0669,6/27/2002,6/27/2002,LOCAL,448,Equip. Use
Gondola,El Dorado,Diamond Springs,38.6946,-120.815,7/3/2002,7/7/2002,USFS,670,Human
Gondola,El Dorado,Diamond Springs,38.6946,-120.815,7/3/2002,7/7/2002,USFS,670,Human
Cottonwood,Merced,Merced,37.303,-120.4844,7/4/2002,7/4/2002,CDF,1000,Undetermined
Cottonwood,Merced,Merced,37.303,-120.4844,7/4/2002,7/4/2002,CDF,1000,Undetermined
White,Mariposa,Yosemite Valley,37.7344,-119.6065,7/9/2002,7/10/2002,CDF,300,Smoking
White,Mariposa,Yosemite Valley,37.7344,-119.6065,7/9/2002,7/10/2002,CDF,300,Smoking
Black,Lassen,Susanville,40.4163,-120.6531,7/12/2002,7/13/2002,BLM,300,Lightning
Black,Lassen,Susanville,40.4163,-120.6531,7/12/2002,7/13/2002,BLM,300,Lightning
BLM #596,Lassen,Susanville,40.4163,-120.6531,7/12/2002,7/13/2002,BLM,4500,Lightning
BLM #596,Lassen,Susanville,40.4163,-120.6531,7/12/2002,7/13/2002,BLM,4500,Lightning
BLM #587,Lassen,Susanville,40.4163,-120.6531,7/13/2002,7/20/2002,BLM,500,Lightning
BLM #587,Lassen,Susanville,40.4163,-120.6531,7/13/2002,7/20/2002,BLM,500,Lightning
Garnet,San Diego,San Diego,32.7174,-117.1628,7/13/2002,7/16/2002,USFS/CDF,1166,Undetermined
Garnet,San Diego,San Diego,32.7174,-117.1628,7/13/2002,7/16/2002,USFS/CDF,1166,Undetermined
Mussolini,Siskiyou,Yreka,41.7326,-122.6378,7/13/2002,7/16/2002,CDF,3260,Equip. Use
Mussolini,Siskiyou,Yreka,41.7326,-122.6378,7/13/2002,7/16/2002,CDF,3260,Equip. Use
Sour Biscuit-Zone 2,Del Norte,Crescent City,41.7559,-124.2018,7/13/2002,8/2/2002,USFS,28772,Lightning
Sour Biscuit-Zone 2,Del Norte,Crescent City,41.7559,-124.2018,7/13/2002,8/2/2002,USFS,28772,Lightning
Knox/Annie,Modoc,Alturas,41.4871,-120.5424,7/14/2002,7/14/2002,BLM,300,Lightning
Knox/Annie,Modoc,Alturas,41.4871,-120.5424,7/14/2002,7/14/2002,BLM,300,Lightning
Horse Complex,Lassen,Susanville,40.4163,-120.6531,7/15/2002,7/15/2002,BLM,1580,Lightning
Horse Complex,Lassen,Susanville,40.4163,-120.6531,7/15/2002,7/15/2002,BLM,1580,Lightning
Inyo Complex,Inyo,Bishop,37.365,-118.3947,7/15/2002,7/16/2002,USFS,6550,Lightning
Inyo Complex,Inyo,Bishop,37.365,-118.3947,7/15/2002,7/16/2002,USFS,6550,Lightning
HWY 58,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/18/2002,7/19/2002,CDF,1380,Arson
HWY 58,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/18/2002,7/19/2002,CDF,1380,Arson
Deer,Kern,Bakersfield,35.3739,-119.0195,7/21/2002,7/24/2002,USFS,1800,Under Invest.
Deer,Kern,Bakersfield,35.3739,-119.0195,7/21/2002,7/24/2002,USFS,1800,Under Invest.
McNally,Tulare,Camp Nelson,36.1427,-118.6093,7/21/2002,9/3/2002,USFS,150696,Human
McNally,Tulare,Camp Nelson,36.1427,-118.6093,7/21/2002,9/3/2002,USFS,150696,Human
St. Pauli,El Dorado,Diamond Springs,38.6946,-120.815,7/26/2002,7/28/2002,USFS,320,Under Invest.
St. Pauli,El Dorado,Diamond Springs,38.6946,-120.815,7/26/2002,7/28/2002,USFS,320,Under Invest.
Stanza,Siskiyou,Yreka,41.7326,-122.6378,7/26/2002,8/2/2002,USFS,2880,Lightning
Stanza,Siskiyou,Yreka,41.7326,-122.6378,7/26/2002,8/2/2002,USFS,2880,Lightning
Shelly Creek,Del Norte,Crescent City,41.7559,-124.2018,7/28/2002,8/1/2002,USFS,850,Under Invest.
Shelly Creek,Del Norte,Crescent City,41.7559,-124.2018,7/28/2002,8/1/2002,USFS,850,Under Invest.
Pines,San Diego,San Diego,32.7174,-117.1628,7/29/2002,8/16/2002,CDF,61690,Elec. Power
Pines,San Diego,San Diego,32.7174,-117.1628,7/29/2002,8/16/2002,CDF,61690,Elec. Power
Vasco,Contra Costa,Concord,37.9769,-122.0336,8/5/2002,8/5/2002,CDF,549,Undetermined
Vasco,Contra Costa,Concord,37.9769,-122.0336,8/5/2002,8/5/2002,CDF,549,Undetermined
Pope,Napa,Napa,38.2971,-122.2856,8/9/2002,8/10/2002,CDF,800,Equip. Use
Pope,Napa,Napa,38.2971,-122.2856,8/9/2002,8/10/2002,CDF,800,Equip. Use
